,text,date,score
33,"this is a great decision by nasa. glad to see them not repeating the mistakes of the past that led to the challenger and columbia disasters. but also if it s boeing, i m not going.",2024-08-24T18:31:12.337Z,1
34,nasa should never been privatized,2024-08-27T01:15:03.645Z,-1
35,two things that struck me in nasa s boeing can t catch a break news nasa administrator bill nelson emphasizing the fixed price contract the agency has with boeing iss program manager dana weigel suggesting nasa might look at sierra space s dream chaser cargo spaceplane for crew transport.,2024-08-24T20:36:06.845Z,-1
36,"also vou testar um jogo, delta force joguei esse jogo em 1998 no meu pentium 166 brigado pai, te amo, saudades , mas não tinha placa de vídeo ainda, slc era 10fps o bagulho agora eu tenho um pc da nasa cool auiehuiaheiuae",2024-08-31T18:52:15.543Z,0
37,"future food quick bites maison landemaine x la vie, nasa goes solar foods a clean meat terminal green queen more info from ecosearch",2024-08-28T07:27:02.924255+00:00,1
38,nasa avaruuteen jumiin jääneet astronautit tuodaan kotiin vasta ensi vuonna entä milloin maahan jumiin jääneet päästetään avaruuteen terveisin ford prefect .,2024-08-25T05:55:07.463Z,-1
39,"dag boeing has of now left two astronauts stranded in space for months and received as close to a verbal spanking as you can get from nasa engineers about their incompetence and their stock has only dropped 1 today, which is amazing",2024-08-26T16:49:59.701Z,-1
40,maybe if i don t do my job long enough nasa will send another rover to take pictures of rocks so i don t have to,2024-08-28T16:23:35.431Z,-1
41,"my resume includes nasa, apple and national geographic but strangely omits two summers of shrinkwrapping produce and wearing the mascot suit at piggly wiggly",2024-08-29T15:30:35.541Z,1
42,"when bean counters make the decisions instead of engineers. and now those two have to wait for elmo s rocket. musk or boeing, how did we get here?! nasa we have a problem.",2024-08-25T22:50:07.460Z,-1
43,nasa scientists on why we might not spot solar panel technosignatures nasa has not found any credible evidence of extraterrestrial life but is exploring the solar system and beyond to help us answer if we are alone in the universe. more astrobiology.arizona.edu news nasa sc...,2024-08-28T19:53:39.221Z,-1
44,if nasa could harness this amount of projection we d have had moon base gingrich a decade ago,2024-08-25T01:48:56.614Z,-1
45,as well as the digital copy shared directly by nasa there is also a licensed version of the physical version published for purchase. standardsmanual.com products nas...,2024-08-28T22:05:36.805Z,0
46,"rand corp. s jan osburg, a senior engineer who specializes in aerospace and defense, said nasa made the right choice but the u.s. is still left with egg on its face due to the starliner design issues that should have been caught earlier. apnews.com article boei...",2024-08-24T19:11:18.283Z,-1
47,"so there are the grooves on the highway nasa tech i believe to help keeps cars in their lanes. or in indiana they are to make the car bounce left and right wildly, gawd though a wheel was falling off or something.",2024-08-26T00:32:57.924Z,1
48,listen to earth ride bikes! landsat.gsfc.nasa.gov apps yournam...,2024-08-31T06:27:31.154Z,0
49,"in a few decades, we might see the effect of nasa s dart here on earth. the mission not only was the first time humanity moved a celestial object, it might have created meteor showers for mars and earth.",2024-08-26T16:02:03.339Z,-1
50,"the thing that occupies my mind a lot lately is that if harris wins the election, what does america do with the remnants of the maga movement? what did germany do in 46 with all the leftover nazis? we re certainly not going to give these people jobs at nasa.",2024-08-28T13:45:37.520Z,-1
51,"boeing not nasa. boeing just complete morons. challenger was a systems error, normalization of divergence, not greed, ego or middle management pressure despite the stupid narrative on it.",2024-08-26T16:20:32.792Z,-1
52,counterpoint spacex does not work. they are an environment and community destroying catastrophe that decided proprietary part development was a smart idea in the field of space travel and exploration. it s a comedy of errors held together by good pr because nasa needs good pr.,2024-08-29T09:59:56.589Z,-1
53,"this is not just bad for boeing. it s bad for human spaceflight. nasa wants at least two vehicles with different designs and launch providers to provide redundancy. if one system is grounded for any reason, the other can pick up the slack and continue operations.",2024-08-24T18:15:23.221Z,-1
54,"head of india s nasa talks about aliens visiting us, and why they possibly can t make contact. in an interview earlier this week, isro chairman dr. s. somanath by twist_games",2024-08-24T00:57:10+00:00,-1
55,anywho i just ordered a very expensive nasa grade cooling mattress topper. not fucking around with this anymore.,2024-08-28T15:05:04.096Z,1
56,"whelp nasa did cut to the chase at the start of the news conference. yup, boeing just got kicked to the curb. butch and sunni are coming back to earth via spacex and boeing s starliner is coming back empty. just like boeing s reputation, empty. glad nasa made a proactive safety based decision.",2024-08-24T17:17:47.539Z,-1
57,nasa expands human exploration rover challenge to middle schools,2024-08-28T21:01:39.485Z,1
58,"heart drawn in light flowers, snow, nasa stars, watercolors, digital stamps, sketches, procreate, ipadpro and phizbanmoose, ink a lodge for smilefishermen . .",2024-08-24T00:17:11.899Z,1
59,fill or mantling material in a crater this observation targets some unknown fill or mantling material within valleys on a crater floor and within a central pit. high resolution imagery can help determine what this material may be. uahirise.org hipod esp_03... nasa jpl caltech university of arizona,2024-08-28T17:17:45.345Z,0
60,"in a sec, right after they go rescue the astronauts from nasa",2024-08-28T19:44:30.879Z,-1
61,nasa cuts 2 from next spacex flight to make room for astronauts stuck at space station apnews.com article nasa...,2024-08-31T12:05:11.414Z,-1
62,"astronauts suni williams and butch wilmore departed earth without their own toiletries and other personal comforts expecting to return to earth within a week or so. they ve now been on the space station more than 11 weeks, however, and nasa now says that they will remain there through early 2025.",2024-08-25T11:06:24.828Z,-1
63,nasa astronaut don pettit soyuz ms 26 launch,2024-09-09T20:41:57.382Z,0
64,the deadline for high school teachers to apply for a paid internship at nasa in nyc is now september 12. where are my giss folks to boost this?,2024-09-10T23:12:52.650Z,0
65,bustling beijing nasa earth observatory more info from ecosearch,2024-09-08T23:08:00.286004+00:00,1
66,nasa invites media to view launch of jupiter moon mission,2024-09-04T14:08:53.641Z,1
67,"losing nasa tv means we re at the mercy of their cdns and youtube. this hurts archival efforts and no longer means with the right equipment, a third party recording can be of better quality than official sources. i was responsible for the only native 60fps archive of artemis 1 and",2024-09-06T17:30:04.000Z,-1
68,last year nasa used a superconductor sensitive to single photons to download a video of a cat named taters from deep space likes and claps for taters and the infrared laser that sent him,2024-09-06T00:59:48.396Z,1
69,"young star cluster ngc 1333 image credit esa webb, nasa, csa, a. scholz, k. muzic, a. langeveld, r. jayawardhana apod.nasa.gov apod ap24091...",2024-09-12T08:28:30.540Z,0
70,"nasa made the right call. with the added weight there s a very real possibility things could ve gone bad, an i wouldn t trust boeing at this point.",2024-09-07T16:38:30.776Z,1
71,"there is a significant and massive difference between that of a direct nasa run program see orion or sls as compared with that of a direct commercial program under a nasa contract see dragon or starliner . there s overall matter of the kind of authority, design aspects, public information on",2024-09-12T02:32:21.385Z,-1
72,"there s decent solar flux on mars, for energy. oxygen in the iron and hydrogen in the atmosphere as methane . nasa has worked out a lot of this on paper . it s not easy but it s not impossible.",2024-09-08T19:11:23.382Z,1
73,"if you work or have worked at nasa you have any suggestions of what roles to look for, i d love to hear them! 3 3",2024-09-11T01:03:41.879Z,0
74,well he is a nasa employee he can t start badmouthing his employer and its choice of contractors.,2024-09-14T08:49:24.277Z,0
75,misread as official nasa podcast and got excited about space. extra disappointed now lol,2024-09-05T15:15:44.591Z,-1
76,nasa spacecraft captures 1st photo of its giant solar sail while tumbling in space space.com more info from ecosearch,2024-09-06T02:09:51.404694+00:00,0
77,listen to the eerie sounds of an exploded star in new nasa video space.com more info from ecosearch,2024-09-05T21:33:45.900582+00:00,-1
78,and nationalize spacex give it to nasa where it always belonged,2024-09-06T11:03:24.296Z,1
79,"this is an unstated but critical issue for the next administration. boeing s recent failures highlight us dependence on spacex. nasa, the us military, and the us intelligence community now rely on its falcon 9 launch vehicles.",2024-09-03T14:28:56.528Z,-1
80,nasa to support darpa robotic satellite servicing program,2024-09-05T14:34:15.937389Z,1
81,"spectrum, crab nebula drawn in light flowers, snow, nasa stars, watercolors, digital stamps, sketches, procreate, ipadpro and phizbanmoose, ink a lodge for smilefishermen . .",2024-09-05T22:24:58.206Z,1
82,someone went to nasa this weekend,2024-09-02T04:24:49.068Z,0
83,nasa spacecraft to study jupiter moon s underground ocean cleared for october launch nasa spacecraft to study jupiter moon s underground ocean cleared for october launch,2024-09-10T12:00:06+00:00,1
84,i always wondered why nasa ended it without a replacement ready. although i guess it s fun to use soyuz like the city bus you take while your car is in the shop.,2024-09-01T19:51:01.664Z,0
85,a nasa gistempv4 observational uncertainty ensemble agupubs.onlinelibrary.wiley.com doi full 10.... this ensemble characterizes the complex spatial and temporal correlation structure of uncertainty,2024-09-05T14:50:37.837Z,-1
86,alaska s iconic columbia glacier still retreats nasa earth observatory more info from ecosearch,2024-09-09T23:07:37.126664+00:00,-1
87,spacex super heavy rocket gets supersonic wind tunnel test for nasa s artemis moon missions photos space.com more info from ecosearch,2024-09-13T19:00:51.701563+00:00,0
88,"thankfully it came back totally fine, as was probable. nasa was just being super careful since they had another option.",2024-09-07T14:45:31.191Z,1
89,"new mexico desert. night. the starliner lands, empty of passengers. or so says nasa.",2024-09-07T05:43:46.690Z,0
90,hence my response when you said nasa should be doing it all,2024-09-01T03:56:08.603Z,0
91,nasa wants you to visualize the future of space exploration! cerebral overload.com ?p 116635,2024-09-14T14:31:37Z,0
92,"after this mission, nasa fundamentally redesigned its space workboots.",2024-09-06T00:50:32.293Z,-1
93,"independente de qualquer coisa nasa vai fazer eu prar de postar coisinhas sobre o amor q eu tenho pra te dar . ele é infinito, e unicamente seu",2024-09-15T15:01:04.678Z,1
94,"an area along the southeastern margin of the amazon in mato grosso, brazil on september 4, 2000, compared to september 4, 2024. indigenous areas are outlined in yellow, while park boundaries are blue. data from terra modis via nasa worldview, boundaries from openstreetmap.",2024-09-04T19:21:24.242Z,0
95,nasa employee oh hey u guys are back early astronaut space station s haunted nasa employee what? astronaut loading a pistol and getting back on the rocket ship space station s haunted wavy line vfx that same astronaut wakes up on the haunted space station from which return is impossible,2024-09-02T15:27:08.441Z,-1
96,"he can t seem to get them off the ground now days, what a total can complete waste of money. if he was really interested in exploring outer space he could have supported nasa but that wouldn t have fed his massive ego",2024-09-04T01:59:17.247Z,-1
97,new hardware for future artemis moon missions arrive at nasa kennedy,2024-09-05T19:35:28.801849Z,1
98,day 8 12 september always a busy day for nasa,2024-09-13T07:00:15.552Z,0
99,"that nasa researcher passed away recently, that other from sapienza did too.",2024-09-05T03:50:40.059Z,-1
100,nasa removes escapade from inaugural new glenn launch spacenews more info from ecosearch,2024-09-07T00:35:31.392904+00:00,0
101,the us government could save money by directly funding nasa and remove the money lost through space x profit margins. space is essential for national security and needs maximum return on taxpayer investment. musk is just dead weight.,2024-09-06T11:27:45.253Z,-1
102,"there was some tension in the room , nasa says of decision to bring boeing s starliner spacecraft home without astronauts",2024-09-05T11:44:27.442Z,-1
103,nasa says it was just audio system feedback from a speaker.,2024-09-02T17:55:47.084Z,0
104,"nasa rq 4 on final for edwards afb, may 2022, and an rq 4 on static at the edwards open house, october 2022. these are really big drones",2024-09-02T19:33:49.386Z,0
105,wait did trump attach musk to nasa funding?,2024-09-12T03:22:33.183Z,0
106,nasa admits tension in the room as it told boeing starliner couldn t return astronauts to earth futurism.com the byte nas...,2024-09-07T10:32:10.904Z,-1
107,i spent all day today writing words on starfield and i feel like all i came up with was it s corporate confused and nasa punk is the worst word ever,2024-09-05T22:39:33.799Z,-1
108,that never worked for nasa.,2024-09-05T21:49:14.917Z,-1
109,"regardless of your thoughts on the merits of space exploration, nasa will have to wrestle with the decision to turn over a large chuck of its operations to a guy who dabbles or worse in neo nazism. the damage to its reputation will be enormous and tragic for its very dedicated workforce .",2024-09-12T14:28:18.487Z,-1
110,nasa discovers planet wide electric field around earth that s shooting bits of our atmosphere into space nasa discovers planet wide electric field around earth,2024-09-03T03:19:03+00:00,1
111,loving the beautiful results from this write your name in images app landsat.gsfc.nasa.gov apps yournam...,2024-09-01T09:33:39.606Z,1
112,nasa spacecraft to study jupiter moon s underground ocean cleared for october launch nasa spacecraft to study jupiter moon s underground ocean cleared for october launch by,2024-09-10T23:19:03+00:00,0
113,given how distracted elmo i mean elon is by politics now probably never . and nasa has lost its artemis way bigly . gao,2024-09-11T21:19:14.214Z,-1
114,"landsat is a nasa usgs satellite imagery program that can be used to find geographic letters. for example, here is the name of the previous occupant of the white house. landsat.gsfc.nasa.gov apps yournam...",2024-09-06T23:50:48.544Z,1
115,that is the plan despite much whining from boeing . that it was launched in the first place shows that nasa has not learned as much as it needs to from the challenger and columbia.,2024-09-03T00:23:22.008Z,-1
116,eminent officials say nasa facilities some of the worst they ve ever seen arstechnica.com space 2024 0...,2024-09-13T15:32:59.860Z,-1
117,"after 47 years, a fuel tube inside the thrusters has become clogged with silicon dioxide, a byproduct... from a rubber diaphragm in the spacecraft s fuel tank. where the tube opening was originally... 0.25 millimeters... clogging has reduced it to ...0.035 mm... scitechdaily.com nasa beats t...",2024-09-13T05:24:39.063Z,-1
118,that s like one of those nasa accidents they don t know what to do with so they throw it on the market and hope for the best,2024-09-24T03:55:21.504Z,-1
119,return nasa,2024-09-18T23:53:17.105Z,0
120,nasa astronomy picture of the day 2024 september 18 the mermaid nebula supernova remnant image credit neil corke explanation apod.nasa.gov apod ap24091...,2024-09-18T20:29:24.812Z,1
121,"according to something i just read from nasa, the current number of moons in our solar system is 293. i appreciate that earth got just one shot at it and totally nailed it.",2024-09-18T02:44:35.350Z,0
122,"argh! you can t compare the two! the polaris dawn suit is made to briefly exit a ship and come back inside, and has no life support system aside from its umbilical. nasa suits are wearable spacecraft with oxygen, thermal regulation, food, water, and fuck, even waste collection!",2024-09-17T23:38:11.294Z,1
123,"spacex crew 9, nasa astronaut nick hague commander roscosmos cosmonaut aleksandr gorbunov mission specialist , arrived today at kennedy space center for final preparation of their flight to the iss. launch is scheduled for 26th september 18 05 gmt. photo nasa",2024-09-21T23:24:23.459Z,0
124,what role for space agencies in the 21st century? according to o sullivan nasa should focus on long term goals that the private sector lacks the incentive to pursue. goals that can benefit humanity in the future. on.ft.com 3bamges,2024-09-17T06:30:10.977Z,1
125,"it s insane and amazing that voyager is still going strong. i hope that along the halls of nasa, there s a project to send an updated satellite. i m sure there s so much more we could learn with updated instruments.",2024-09-17T18:27:57.543Z,1
126,nasa astronaut tells another astronaut not to talk about ufo uap during rescue demonstration. martyn stubbs video. by 0xkinet1,2024-09-18T13:57:19+00:00,0
127,"funding nasa means contracting private companies to build spacecraft to nasa s specs. artemis utterly depends on spacex at this point. any kind of change would throw it off by even more years, probably kill it. unfortunately musk will probably keep his job. its bad enough boeing is making junk",2024-09-16T02:10:59.028Z,-1
128,"if you enter your birthday in the link provided, you will see a photo taken by nasa in space on that day. imagine.gsfc.nasa.gov hst_bday mine looks like this",2024-09-19T05:58:58.305Z,1
129,tracking elephants across namibia nasa earth observatory more info from ecosearch,2024-09-17T22:39:41.723022+00:00,1
130,nasa confirms space station cracking a highest risk and consequence problem nasa confirms space station cracking a highest risk and consequence problem,2024-09-27T15:52:17+00:00,-1
131,"part of the reasons of commercial cargo crew dovetail into the matter of being intended for private companies under nasa contract to supply cargo to iss with the plans to retire shuttle that since evolved into also handling crew for iss, so nasa could then focus on bleo i.e. the moon",2024-09-16T15:40:16.127Z,0
132,"nasa, us department of education bring stem to after school programs",2024-09-23T23:50:30.845059Z,1
133,"kyiv post telegram highlights thread nasa firms data confirming that russia s tver region lost a second ammunition depot overnight. located only 15km from the previous strike, both are nearly 500km from the ukrainian border. residents from nearby areas are being evacuated.",2024-09-21T12:54:44.934Z,-1
134,"continued success at nasa at risk due to budget and program mismatch, short term focus, and aging infrastructure, says new report",2024-09-16T22:40:10.471Z,-1
135,"yeah it truly sucks how nested he is in it, but we ve gotta divest from this asshole. he s a security risk. we ve reached a place where it s untenable for nasa to not have the same launch capability to leo as spacex.",2024-09-16T17:29:11.379Z,-1
136,today is a rare day on which nasa ads isn t working...,2024-09-27T09:26:38.157Z,1
137,"gposers! i request your aid! in your opinion, which haircut fits best on this nerdy beanie that has a nasa computer in her noggin ? front and back view of each haircut",2024-09-24T20:57:24.564Z,0
138,"sol 1270 left mastcam z camera, taken at 08 12 40.941 local mean solar time , image credit nasa jpl caltech asu",2024-09-17T17:16:14.374952+00:00,0
139,"the poor man s tilt table test is easy to do at home, and there s also the nasa lean test, which can help distinguish between pots and orthostatic hypotension",2024-09-19T15:57:28.143Z,0
140,"did you know...? four volunteers have emerged from a nasa conducted, 45 day simulated mars mission. learn about the details at blips.news!",2024-09-27T03:09:25.621Z,1
141,dancing galaxies arp 107. processed jwst nircam miri data by landru79 x . nasa esa csa stsci j. roger,2024-09-19T19:39:21.282Z,0
142,nasa astronaut tom jones on why the iss shouldn t be deorbited nasa astronaut tom jones on why the iss shouldn t be deorbited by ghostfaced,2024-09-24T00:19:03+00:00,0
143,wildfires raging in produce a lot of smoke. satellite image 18 september 2024 viirs noaa 21 via nasa worldview. link go.nasa.gov 3mr6bo0,2024-09-18T17:21:25.275Z,-1
144,jpl spacecraft makers a team of specialists in a field known as planetary protection has been working to keep nasa s spacecraft as clean as possible as it is prepared for launch,2024-09-27T17:32:53.551Z,1
145,"i fucking hate spacex. they ve had basically unlimited budget to fail and laugh when they do, which of course will allow for a more refined product. if a nasa rocket blows up once they get their funding yanked by some podunk senator wanting to appeal to their mouth breathing voters.",2024-09-18T16:57:34.697Z,-1
146,"working as a nasa contractor, slack is banned and will apparently be deleted when the security scans find it. something about security problems. we have teams because everything is ms. but people i know working in the dod use it all the time.",2024-09-25T04:12:46.703Z,-1
147,"oh my fucking god, as someone who has done a bunch of box wiring, i am offended. i don t leave shit that loose and unorganized on prototypes that aren t intended to experience any vibration or keep anyone alive. for a submarine, i d use nasa qualified wire joining techniques and probably pot it all.",2024-09-19T00:41:17.180Z,-1
148,women hold up half the sky but participation numbers for nasa sponsored citizen science projects don t always reflect that. why? and what can we do to welcome people of all genders to participate? cerebral overload.com ?p 117404,2024-09-24T11:03:52Z,-1
149,"just as it did the first time it shot for the moon, nasa is again inviting artists to interpret and capture the cultural significance of its efforts. the space agency has relaunched its art program with a pair of murals in new york city s hudson square.",2024-09-25T01:30:10.499Z,1
150,now the danger is passed he can also revealed that it was his invention of a sub sonic repulsion device that stopped a massive meteor ploughing straight into earth in what panicking nasa swots had called a likely extinction level event,2024-09-27T21:07:05.182Z,1
151,at this point it would honestly be more impressive if nasa hadn t gone to the moon. maintaining a flawless fifty year cover up with no credible security lapses and full buy in from every other security service on earth wow!,2024-09-20T08:04:10.873Z,-1
152,nasa ames stars of the month september 2024,2024-09-23T17:30:35.817Z,0
153,"nasa earthdata blog from onboarding to fledging and beyond an openscapes journey. after learning how to migrate workflows to the cloud during onboarding, nasa openscapes participants fledge to use their new skills in cloud based scientific research.",2024-09-17T17:37:01.625Z,1
154,nasa alpha will fail without this project! the aqualunar challenge! super size ep! youtu.be 88k470ws_4m?...,2024-09-22T21:46:34.951Z,-1
155,"this is a music video made by my mother, claire stephens who i call empress of the geeks for a reason decades ago. music used with permission of diana gallagher. pictures from nasa, public domain.",2024-09-24T04:44:38.670Z,0
156,defence.network what a surprise a scam and nasa procurement i m sure watsonx to elon biden ie will ragan in baltimore who is the real nueralink ghost presidnet has nothing .com,2024-09-21T06:39:51.151Z,-1
157,soyuz ms 25 lands from iss with nasa astronaut and record setting cosmonauts video soyuz ms 25 lands from iss with nasa astronaut and record setting cosmonauts video by,2024-09-23T14:38:03+00:00,1
158,"rover climbing crater wow, that s eroded delta remnant kodiak in the far distance just about visible through the dust storm. sol 01272 2024 sept 17 mastcam z site 59 drive 3872 nasa jpl caltech asu msss martian observer",2024-09-18T23:50:58.944Z,0
159,"listen to the eerie sound from a black hole, captured by nasa",2024-09-18T04:27:20.277Z,-1
160,"today s coast guard hearing highlighted a lot of the gray areas in the way submersibles are regulated. did oceangate s titan sub slip through the cracks? also, engineers from boeing and nasa share details about their roles in the early stages of titan s development.",2024-09-27T01:56:31.524Z,-1
161,the nasa one??? i almost pressed play but talked myself out of it lol,2024-09-16T13:14:37.301Z,0
162,som et 65 mars curiosity sol 2084 video 1 this image was taken by mast_left onboard nasa s mars rover curiosity on sol 2084 2018 06 17 . audio som et 65 mars credit nasa jpl caltech msss गलग रह youtube.com shorts m2uzi...,2024-09-16T15:11:57.950Z,0
163,"nasa has awarded a contract to intuitive machines, llc of houston, to support the agency s lunar relay systems as part of the near space network, operated by the agency s goddard space flight center in greenbelt, maryland. cerebral overload.com ?p 117091",2024-09-20T05:31:41Z,1
164,us charges employee of chinese aerospace giant avic with hacking nasa and us military scmp,2024-09-17T11:56:39.736Z,-1
165,"if i was harris, my first act would be to call nasa and cancel federal contracts with spacex.",2024-09-18T12:32:54.533Z,-1
166,i got it tho lol nasa doctoring photos is def provable. even all the rover photos were tinted red in post i mean nasa in general is just not a great org. project paperclip and all that,2024-09-22T18:27:17.323Z,-1
167,nasa administrator bill nelson released his remarks as prepared for wednesday s hidden figures congressional gold medal ceremony in washington. cerebral overload.com ?p 117165,2024-09-21T06:32:31Z,0
168,"the space age began in 1957 when sputnik 1, the first satellite made by humans, was launched into low earth orbit. image nssdc, nasa",2024-10-04T14:50:04.376Z,1
169,"perhaps manned has an etymology from manus and the french rather than gendered terms. but nasa uses crewed and most readers aren t etymologists, so they ll hear manned as a gendered phrase. just use the term that doesn t get your reader thinking about something else!",2024-10-01T17:44:40.944Z,0
170,"i got to meet tim van milligan the guy in the picture above who s this really nice guy who happens to be a former nasa rocket scientist. he actually designed the estes skywinder, a rocket that i flew extensively when i was a kid. mine is actually in my storage unit right now. it s retired.",2024-10-08T21:40:15.688Z,1
171,"this image from the nasa esa hubble space telescope features the spiral galaxy ic 1954, located 45 million light years from earth in the constellation horologium. cerebral overload.com ?p 117767",2024-09-29T14:31:42Z,0
172,"on august 12 13, 24 students from the west coast cohort of nasa s student airborne research program sarp gathered at university of california, irvine uci to present their final research to a room of mentors, professors, family, and nasa personnel. cerebral overload.com ?p 117675",2024-09-28T07:31:53Z,1
173,"growing air leak in russian segment now deemed greatest iss risk, report reveals nasa and roscosmos have elevated the air leak to the highest level of risk, but they can t agree on when it becomes unmanageable. growing air leak in russian segment now deemed",2024-10-01T15:52:09+00:00,-1
174,"a nasa spacecraft knocked into an asteroid two years ago to test planetary defense. now, a new mission will inspect the damage, with the goal of helping future asteroid deflection.",2024-10-07T23:04:32.094Z,1
175,marketing gimmick nasa engineered cumsocks,2024-10-02T19:30:23.403Z,-1
176,"here s your problem. roy spencer, professor at the university of alabama and nasa scientist believe it or not, very little research has ever been funded to search for natural mechanisms of warming it has simply been assumed that global warming is manmade. 1",2024-09-30T04:55:12.430Z,-1
177,"ariss is so thankful for our terrific sponsors and donors! thanks to nasa scan, iss national laboratory, ardc, amsat, and arrl for their continuing support! if you would like to donate to support our stem and ham radio activities, visit",2024-10-01T14:59:48.590Z,1
178,kyiv post telegram highlights thread nasa firms data confirming large fires at russia s borisoglebsk airfield in the voronezh region after overnight visits from ukraine s homegrown drone fleet.,2024-10-03T11:55:38.839Z,-1
179,"like nasa, we are doing a lot of studying the atmosphere and no actual change to the exponential increase in emissions, which some say is linked to climate change",2024-10-03T15:07:34.115Z,-1
180,"yeah, i wear it here and i would wear it anywhere to celebrate publically funded rocketry and exploration. we re far enough away from the space coast that it s not like there is a strong nasa presence here, but it definitely is nice to be close!",2024-10-13T19:17:50.374Z,1
